Date,Date_Key,Year,Month,Day,Quarter,Weekday
2015-09-04 03:30:00,20150904,2015,9,4,3,Friday
2015-12-28 11:34:00,20151228,2015,12,28,4,Monday
2016-01-25 07:20:00,20160125,2016,1,25,1,Monday
2018-01-26 19:16:00,20180126,2018,1,26,1,Friday
2016-02-04 08:01:00,20160204,2016,2,4,1,Thursday
2016-03-03 10:47:00,20160303,2016,3,3,1,Thursday
2016-03-24 11:38:00,20160324,2016,3,24,1,Thursday
2017-12-22 20:12:00,20171222,2017,12,22,4,Friday
2015-12-25 11:24:00,20151225,2015,12,25,4,Friday
2017-11-23 11:18:00,20171123,2017,11,23,4,Thursday
2016-01-28 02:15:00,20160128,2016,1,28,1,Thursday
2016-02-13 02:13:00,20160213,2016,2,13,1,Saturday
2016-01-18 04:43:00,20160118,2016,1,18,1,Monday
2015-12-21 21:55:00,20151221,2015,12,21,4,Monday
2016-02-02 03:28:00,20160202,2016,2,2,1,Tuesday
2015-11-09 11:28:00,20151109,2015,11,9,4,Monday
2016-01-01 15:46:00,20160101,2016,1,1,1,Friday
2015-12-14 12:18:00,20151214,2015,12,14,4,Monday
2015-11-08 15:09:00,20151108,2015,11,8,4,Sunday
2015-11-21 09:42:00,20151121,2015,11,21,4,Saturday
2016-02-05 19:03:00,20160205,2016,2,5,1,Friday
2015-12-06 15:06:00,20151206,2015,12,6,4,Sunday
2016-03-21 11:48:00,20160321,2016,3,21,1,Monday
2016-03-23 12:30:00,20160323,2016,3,23,1,Wednesday
2017-12-19 01:06:00,20171219,2017,12,19,4,Tuesday
2015-11-22 11:16:00,20151122,2015,11,22,4,Sunday
2016-12-15 13:00:00,20161215,2016,12,15,4,Thursday
2016-11-25 20:02:00,20161125,2016,11,25,4,Friday
2016-02-18 21:40:00,20160218,2016,2,18,1,Thursday
2017-01-05 08:57:00,20170105,2017,1,5,1,Thursday
2017-06-21 22:12:00,20170621,2017,6,21,2,Wednesday
2017-09-11 02:07:00,20170911,2017,9,11,3,Monday
2015-09-12 23:07:00,20150912,2015,9,12,3,Saturday
2017-07-20 08:40:00,20170720,2017,7,20,3,Thursday
2015-08-27 22:26:00,20150827,2015,8,27,3,Thursday
2017-08-31 16:19:00,20170831,2017,8,31,3,Thursday
2015-06-04 11:41:00,20150604,2015,6,4,2,Thursday
2015-10-24 04:29:00,20151024,2015,10,24,4,Saturday
2015-07-29 23:00:00,20150729,2015,7,29,3,Wednesday
2017-07-24 04:49:00,20170724,2017,7,24,3,Monday
2017-07-30 23:44:00,20170730,2017,7,30,3,Sunday
2015-09-09 11:23:00,20150909,2015,9,9,3,Wednesday
2017-09-23 20:19:00,20170923,2017,9,23,3,Saturday
2017-08-05 06:54:00,20170805,2017,8,5,3,Saturday
2015-08-25 17:32:00,20150825,2015,8,25,3,Tuesday
2015-06-16 06:25:00,20150616,2015,6,16,2,Tuesday
2015-10-19 13:04:00,20151019,2015,10,19,4,Monday
2017-06-27 20:06:00,20170627,2017,6,27,2,Tuesday
2015-06-11 18:31:00,20150611,2015,6,11,2,Thursday
2017-08-09 09:00:00,20170809,2017,8,9,3,Wednesday
2017-08-02 02:53:00,20170802,2017,8,2,3,Wednesday
2016-10-16 04:41:00,20161016,2016,10,16,4,Sunday
2015-06-03 06:58:00,20150603,2015,6,3,2,Wednesday
2017-07-17 01:09:00,20170717,2017,7,17,3,Monday
2015-09-27 06:48:00,20150927,2015,9,27,3,Sunday
2015-09-13 19:05:00,20150913,2015,9,13,3,Sunday
2017-07-25 10:15:00,20170725,2017,7,25,3,Tuesday
2017-07-13 17:37:00,20170713,2017,7,13,3,Thursday
2015-10-09 20:27:00,20151009,2015,10,9,4,Friday
2015-06-21 11:50:00,20150621,2015,6,21,2,Sunday
2015-09-02 17:52:00,20150902,2015,9,2,3,Wednesday
2017-06-19 03:17:00,20170619,2017,6,19,2,Monday
2015-07-03 00:58:00,20150703,2015,7,3,3,Friday
2015-08-23 23:29:00,20150823,2015,8,23,3,Sunday
2016-10-23 03:06:00,20161023,2016,10,23,4,Sunday
2017-06-18 03:28:00,20170618,2017,6,18,2,Sunday
2017-09-25 02:06:00,20170925,2017,9,25,3,Monday
2017-01-08 10:52:00,20170108,2017,1,8,1,Sunday
2015-07-17 11:06:00,20150717,2015,7,17,3,Friday
2017-07-23 02:53:00,20170723,2017,7,23,3,Sunday
2015-07-24 05:19:00,20150724,2015,7,24,3,Friday
2015-01-14 05:03:00,20150114,2015,1,14,1,Wednesday
2015-03-21 23:11:00,20150321,2015,3,21,1,Saturday
2017-01-20 05:57:00,20170120,2017,1,20,1,Friday
2015-01-26 14:51:00,20150126,2015,1,26,1,Monday
2015-02-04 00:39:00,20150204,2015,2,4,1,Wednesday
2015-05-30 23:47:00,20150530,2015,5,30,2,Saturday
2015-11-24 23:11:00,20151124,2015,11,24,4,Tuesday
2016-03-12 03:56:00,20160312,2016,3,12,1,Saturday
2015-12-29 18:45:00,20151229,2015,12,29,4,Tuesday
2016-03-27 23:22:00,20160327,2016,3,27,1,Sunday
2015-11-13 17:04:00,20151113,2015,11,13,4,Friday
2016-03-17 00:57:00,20160317,2016,3,17,1,Thursday
2015-10-28 14:38:00,20151028,2015,10,28,4,Wednesday
2016-02-29 21:07:00,20160229,2016,2,29,1,Monday
2016-03-13 07:37:00,20160313,2016,3,13,1,Sunday
2015-11-27 01:38:00,20151127,2015,11,27,4,Friday
2016-03-11 21:38:00,20160311,2016,3,11,1,Friday
2015-10-30 23:03:00,20151030,2015,10,30,4,Friday
2016-03-31 14:15:00,20160331,2016,3,31,1,Thursday
2016-01-30 05:24:00,20160130,2016,1,30,1,Saturday
2016-01-22 23:17:00,20160122,2016,1,22,1,Friday
2016-09-26 12:25:00,20160926,2016,9,26,3,Monday
2015-12-02 13:22:00,20151202,2015,12,2,4,Wednesday
2016-02-22 00:17:00,20160222,2016,2,22,1,Monday
2015-10-31 05:21:00,20151031,2015,10,31,4,Saturday
2015-12-16 20:21:00,20151216,2015,12,16,4,Wednesday
2015-11-03 18:29:00,20151103,2015,11,3,4,Tuesday
2016-01-09 18:34:00,20160109,2016,1,9,1,Saturday
2016-10-31 11:30:00,20161031,2016,10,31,4,Monday
2016-02-08 13:37:00,20160208,2016,2,8,1,Monday
2015-12-30 03:31:00,20151230,2015,12,30,4,Wednesday
2016-12-13 23:52:00,20161213,2016,12,13,4,Tuesday
2015-11-25 03:44:00,20151125,2015,11,25,4,Wednesday
2018-01-10 23:51:00,20180110,2018,1,10,1,Wednesday
2017-12-04 20:13:00,20171204,2017,12,4,4,Monday
2017-12-03 23:54:00,20171203,2017,12,3,4,Sunday
2015-03-02 08:19:00,20150302,2015,3,2,1,Monday
2015-02-28 00:16:00,20150228,2015,2,28,1,Saturday
2015-05-06 04:54:00,20150506,2015,5,6,2,Wednesday
2017-03-27 02:00:00,20170327,2017,3,27,1,Monday
2015-05-29 08:33:00,20150529,2015,5,29,2,Friday
2015-10-27 15:52:00,20151027,2015,10,27,4,Tuesday
2016-04-07 16:31:00,20160407,2016,4,7,2,Thursday
2016-06-28 03:05:00,20160628,2016,6,28,2,Tuesday
2016-06-26 17:27:00,20160626,2016,6,26,2,Sunday
2016-08-16 07:24:00,20160816,2016,8,16,3,Tuesday
2016-11-13 01:29:00,20161113,2016,11,13,4,Sunday
2016-10-21 18:31:00,20161021,2016,10,21,4,Friday
2016-10-24 23:35:00,20161024,2016,10,24,4,Monday
2016-09-18 12:26:00,20160918,2016,9,18,3,Sunday
2017-01-02 23:30:00,20170102,2017,1,2,1,Monday
2016-12-18 18:47:00,20161218,2016,12,18,4,Sunday
2016-10-03 22:24:00,20161003,2016,10,3,4,Monday
2016-08-27 09:18:00,20160827,2016,8,27,3,Saturday
2016-12-30 20:52:00,20161230,2016,12,30,4,Friday
2016-09-15 11:33:00,20160915,2016,9,15,3,Thursday
2017-10-27 19:55:00,20171027,2017,10,27,4,Friday
2017-08-03 13:13:00,20170803,2017,8,3,3,Thursday
2017-09-07 04:14:00,20170907,2017,9,7,3,Thursday
2017-10-06 13:28:00,20171006,2017,10,6,4,Friday
2017-10-12 09:15:00,20171012,2017,10,12,4,Thursday
2017-07-01 23:56:00,20170701,2017,7,1,3,Saturday
2017-08-17 02:41:00,20170817,2017,8,17,3,Thursday
2015-06-07 02:45:00,20150607,2015,6,7,2,Sunday
2015-10-22 03:47:00,20151022,2015,10,22,4,Thursday
2017-09-27 14:22:00,20170927,2017,9,27,3,Wednesday
2017-10-24 08:53:00,20171024,2017,10,24,4,Tuesday
2015-10-05 20:27:00,20151005,2015,10,5,4,Monday
2017-10-25 03:28:00,20171025,2017,10,25,4,Wednesday
2017-06-23 03:59:00,20170623,2017,6,23,2,Friday
2015-06-28 08:09:00,20150628,2015,6,28,2,Sunday
2015-06-26 17:37:00,20150626,2015,6,26,2,Friday
2017-07-19 16:55:00,20170719,2017,7,19,3,Wednesday
2015-08-24 04:03:00,20150824,2015,8,24,3,Monday
2017-09-29 01:03:00,20170929,2017,9,29,3,Friday
2015-06-17 18:30:00,20150617,2015,6,17,2,Wednesday
2017-10-20 01:53:00,20171020,2017,10,20,4,Friday
2017-09-14 04:45:00,20170914,2017,9,14,3,Thursday
2017-09-06 05:27:00,20170906,2017,9,6,3,Wednesday
2015-06-19 22:42:00,20150619,2015,6,19,2,Friday
2017-07-08 05:11:00,20170708,2017,7,8,3,Saturday
2015-08-20 03:21:00,20150820,2015,8,20,3,Thursday
2016-12-03 02:31:00,20161203,2016,12,3,4,Saturday
2017-06-29 00:49:00,20170629,2017,6,29,2,Thursday
2017-08-21 22:39:00,20170821,2017,8,21,3,Monday
2016-09-20 03:40:00,20160920,2016,9,20,3,Tuesday
2015-09-14 15:24:00,20150914,2015,9,14,3,Monday
2015-08-18 20:10:00,20150818,2015,8,18,3,Tuesday
2015-07-28 00:03:00,20150728,2015,7,28,3,Tuesday
2017-07-14 10:47:00,20170714,2017,7,14,3,Friday
2017-07-18 06:34:00,20170718,2017,7,18,3,Tuesday
2015-10-15 01:10:00,20151015,2015,10,15,4,Thursday
2016-11-21 18:18:00,20161121,2016,11,21,4,Monday
2015-05-31 14:09:00,20150531,2015,5,31,2,Sunday
2015-07-01 05:10:00,20150701,2015,7,1,3,Wednesday
2015-06-14 05:22:00,20150614,2015,6,14,2,Sunday
2015-09-30 20:17:00,20150930,2015,9,30,3,Wednesday
2017-07-28 12:31:00,20170728,2017,7,28,3,Friday
2015-06-09 23:46:00,20150609,2015,6,9,2,Tuesday
2015-09-25 18:01:00,20150925,2015,9,25,3,Friday
2015-09-26 09:26:00,20150926,2015,9,26,3,Saturday
2017-06-26 20:37:00,20170626,2017,6,26,2,Monday
2015-06-18 01:09:00,20150618,2015,6,18,2,Thursday
2015-07-27 04:05:00,20150727,2015,7,27,3,Monday
2017-10-05 01:23:00,20171005,2017,10,5,4,Thursday
2017-10-04 04:01:00,20171004,2017,10,4,4,Wednesday
2017-10-03 21:21:00,20171003,2017,10,3,4,Tuesday
2017-11-09 23:14:00,20171109,2017,11,9,4,Thursday
2017-11-10 04:50:00,20171110,2017,11,10,4,Friday
2017-10-08 09:16:00,20171008,2017,10,8,4,Sunday
2017-11-08 23:46:00,20171108,2017,11,8,4,Wednesday
2015-08-30 15:36:00,20150830,2015,8,30,3,Sunday
2017-06-24 02:03:00,20170624,2017,6,24,2,Saturday
2015-10-18 06:15:00,20151018,2015,10,18,4,Sunday
2017-10-22 21:30:00,20171022,2017,10,22,4,Sunday
2015-10-01 11:42:00,20151001,2015,10,1,4,Thursday
2015-08-15 16:30:00,20150815,2015,8,15,3,Saturday
2015-06-12 03:58:00,20150612,2015,6,12,2,Friday
2017-09-20 20:30:00,20170920,2017,9,20,3,Wednesday
2017-02-04 00:09:00,20170204,2017,2,4,1,Saturday
2015-01-16 16:58:00,20150116,2015,1,16,1,Friday
2017-09-03 02:29:00,20170903,2017,9,3,3,Sunday
2017-06-22 09:46:00,20170622,2017,6,22,2,Thursday
2015-06-23 10:26:00,20150623,2015,6,23,2,Tuesday
2017-08-29 00:13:00,20170829,2017,8,29,3,Tuesday
2015-07-12 22:09:00,20150712,2015,7,12,3,Sunday
2015-06-05 19:55:00,20150605,2015,6,5,2,Friday
2015-07-21 06:54:00,20150721,2015,7,21,3,Tuesday
2015-08-09 02:08:00,20150809,2015,8,9,3,Sunday
2015-09-03 23:39:00,20150903,2015,9,3,3,Thursday
2015-08-08 13:31:00,20150808,2015,8,8,3,Saturday
2017-08-28 02:50:00,20170828,2017,8,28,3,Monday
2015-07-31 06:32:00,20150731,2015,7,31,3,Friday
2015-08-13 11:56:00,20150813,2015,8,13,3,Thursday
2015-07-26 23:11:00,20150726,2015,7,26,3,Sunday
2017-10-01 08:45:00,20171001,2017,10,1,4,Sunday
2016-11-23 08:08:00,20161123,2016,11,23,4,Wednesday
2015-09-21 00:30:00,20150921,2015,9,21,3,Monday
2017-01-12 01:24:00,20170112,2017,1,12,1,Thursday
2017-06-30 21:40:00,20170630,2017,6,30,2,Friday
2017-08-18 21:46:00,20170818,2017,8,18,3,Friday
2015-08-12 00:12:00,20150812,2015,8,12,3,Wednesday
2015-01-18 07:09:00,20150118,2015,1,18,1,Sunday
2017-04-19 01:06:00,20170419,2017,4,19,2,Wednesday
2015-01-11 18:12:00,20150111,2015,1,11,1,Sunday
2017-04-04 09:42:00,20170404,2017,4,4,2,Tuesday
2016-09-30 11:22:00,20160930,2016,9,30,3,Friday
2016-03-19 13:55:00,20160319,2016,3,19,1,Saturday
2016-02-20 03:47:00,20160220,2016,2,20,1,Saturday
2016-03-01 23:03:00,20160301,2016,3,1,1,Tuesday
2016-02-25 19:01:00,20160225,2016,2,25,1,Thursday
2015-11-12 15:30:00,20151112,2015,11,12,4,Thursday
2015-12-08 06:00:00,20151208,2015,12,8,4,Tuesday
2016-12-06 13:12:00,20161206,2016,12,6,4,Tuesday
2016-02-26 08:41:00,20160226,2016,2,26,1,Friday
2016-02-11 14:50:00,20160211,2016,2,11,1,Thursday
2016-01-21 09:26:00,20160121,2016,1,21,1,Thursday
2016-02-19 14:08:00,20160219,2016,2,19,1,Friday
2015-12-12 18:36:00,20151212,2015,12,12,4,Saturday
2016-12-26 09:19:00,20161226,2016,12,26,4,Monday
2015-11-23 16:00:00,20151123,2015,11,23,4,Monday
2015-11-15 18:07:00,20151115,2015,11,15,4,Sunday
2016-01-14 16:17:00,20160114,2016,1,14,1,Thursday
2015-11-20 02:10:00,20151120,2015,11,20,4,Friday
2016-01-23 22:45:00,20160123,2016,1,23,1,Saturday
2016-03-06 11:18:00,20160306,2016,3,6,1,Sunday
2015-12-07 03:22:00,20151207,2015,12,7,4,Monday
2016-07-04 13:56:00,20160704,2016,7,4,3,Monday
2016-05-25 13:39:00,20160525,2016,5,25,2,Wednesday
2016-08-18 05:17:00,20160818,2016,8,18,3,Thursday
2016-07-31 18:59:00,20160731,2016,7,31,3,Sunday
2016-05-15 10:51:00,20160515,2016,5,15,2,Sunday
2016-08-23 13:31:00,20160823,2016,8,23,3,Tuesday
2016-06-04 09:46:00,20160604,2016,6,4,2,Saturday
2016-04-20 08:58:00,20160420,2016,4,20,2,Wednesday
2016-05-31 13:59:00,20160531,2016,5,31,2,Tuesday
2016-04-15 20:42:00,20160415,2016,4,15,2,Friday
2016-12-16 17:23:00,20161216,2016,12,16,4,Friday
2016-07-14 16:44:00,20160714,2016,7,14,3,Thursday
2016-12-05 18:59:00,20161205,2016,12,5,4,Monday
2016-08-20 17:54:00,20160820,2016,8,20,3,Saturday
2016-08-06 18:16:00,20160806,2016,8,6,3,Saturday
2016-06-16 17:28:00,20160616,2016,6,16,2,Thursday
2016-07-07 21:28:00,20160707,2016,7,7,3,Thursday
2016-04-27 13:20:00,20160427,2016,4,27,2,Wednesday
2016-06-21 18:20:00,20160621,2016,6,21,2,Tuesday
2016-04-08 06:53:00,20160408,2016,4,8,2,Friday
2016-07-24 11:27:00,20160724,2016,7,24,3,Sunday
2016-08-17 08:16:00,20160817,2016,8,17,3,Wednesday
2016-06-19 01:10:00,20160619,2016,6,19,2,Sunday
2016-06-18 18:52:00,20160618,2016,6,18,2,Saturday
2016-05-29 18:54:00,20160529,2016,5,29,2,Sunday
2016-05-12 14:32:00,20160512,2016,5,12,2,Thursday
2016-06-22 13:15:00,20160622,2016,6,22,2,Wednesday
2016-07-26 19:31:00,20160726,2016,7,26,3,Tuesday
2016-04-16 03:43:00,20160416,2016,4,16,2,Saturday
2016-07-30 13:33:00,20160730,2016,7,30,3,Saturday
2016-04-18 20:32:00,20160418,2016,4,18,2,Monday
2016-04-03 11:58:00,20160403,2016,4,3,2,Sunday
2016-04-11 11:36:00,20160411,2016,4,11,2,Monday
2016-04-19 22:27:00,20160419,2016,4,19,2,Tuesday
2016-04-24 11:03:00,20160424,2016,4,24,2,Sunday
2016-05-27 02:47:00,20160527,2016,5,27,2,Friday
2016-07-23 19:41:00,20160723,2016,7,23,3,Saturday
2016-04-09 03:33:00,20160409,2016,4,9,2,Saturday
2016-06-24 19:12:00,20160624,2016,6,24,2,Friday
2016-06-14 12:34:00,20160614,2016,6,14,2,Tuesday
2016-11-09 16:55:00,20161109,2016,11,9,4,Wednesday
2015-09-10 05:15:00,20150910,2015,9,10,3,Thursday
2017-09-10 16:19:00,20170910,2017,9,10,3,Sunday
2017-07-04 10:48:00,20170704,2017,7,4,3,Tuesday
2017-08-14 05:19:00,20170814,2017,8,14,3,Monday
2016-11-10 02:43:00,20161110,2016,11,10,4,Thursday
2017-08-22 13:42:00,20170822,2017,8,22,3,Tuesday
2015-07-16 17:56:00,20150716,2015,7,16,3,Thursday
2015-09-01 12:05:00,20150901,2015,9,1,3,Tuesday
2015-10-06 04:09:00,20151006,2015,10,6,4,Tuesday
2015-07-15 18:49:00,20150715,2015,7,15,3,Wednesday
2015-08-21 12:17:00,20150821,2015,8,21,3,Friday
2015-06-06 03:17:00,20150606,2015,6,6,2,Saturday
2015-06-25 11:50:00,20150625,2015,6,25,2,Thursday
2017-11-22 21:17:00,20171122,2017,11,22,4,Wednesday
2016-11-04 23:03:00,20161104,2016,11,4,4,Friday
2017-12-23 00:45:00,20171223,2017,12,23,4,Saturday
2016-01-29 18:32:00,20160129,2016,1,29,1,Friday
2016-01-20 20:07:00,20160120,2016,1,20,1,Wednesday
2017-12-30 08:16:00,20171230,2017,12,30,4,Saturday
2017-12-21 23:10:00,20171221,2017,12,21,4,Thursday
2016-03-07 21:17:00,20160307,2016,3,7,1,Monday
2016-01-11 08:03:00,20160111,2016,1,11,1,Monday
2016-01-06 18:45:00,20160106,2016,1,6,1,Wednesday
2018-01-29 13:50:00,20180129,2018,1,29,1,Monday
2017-12-18 04:05:00,20171218,2017,12,18,4,Monday
2017-12-28 11:05:00,20171228,2017,12,28,4,Thursday
2016-01-12 12:47:00,20160112,2016,1,12,1,Tuesday
2016-12-20 15:17:00,20161220,2016,12,20,4,Tuesday
2016-01-04 04:23:00,20160104,2016,1,4,1,Monday
2016-01-26 00:51:00,20160126,2016,1,26,1,Tuesday
2016-02-27 17:16:00,20160227,2016,2,27,1,Saturday
2016-03-02 16:34:00,20160302,2016,3,2,1,Wednesday
2016-01-05 09:28:00,20160105,2016,1,5,1,Tuesday
2017-11-16 19:33:00,20171116,2017,11,16,4,Thursday
2016-02-15 23:36:00,20160215,2016,2,15,1,Monday
2017-11-15 11:19:00,20171115,2017,11,15,4,Wednesday
2017-11-14 09:44:00,20171114,2017,11,14,4,Tuesday
2017-11-18 13:56:00,20171118,2017,11,18,4,Saturday
2017-11-17 19:01:00,20171117,2017,11,17,4,Friday
2018-01-01 08:37:00,20180101,2018,1,1,1,Monday
2015-10-29 23:55:00,20151029,2015,10,29,4,Thursday
2018-01-02 06:41:00,20180102,2018,1,2,1,Tuesday
2015-12-10 12:18:00,20151210,2015,12,10,4,Thursday
2016-03-04 09:33:00,20160304,2016,3,4,1,Friday
2015-11-10 14:27:00,20151110,2015,11,10,4,Tuesday
2016-01-19 19:15:00,20160119,2016,1,19,1,Tuesday
2016-02-28 03:26:00,20160228,2016,2,28,1,Sunday
2016-06-17 11:41:00,20160617,2016,6,17,2,Friday
2016-05-19 17:30:00,20160519,2016,5,19,2,Thursday
2016-07-22 13:34:00,20160722,2016,7,22,3,Friday
2016-04-26 19:07:00,20160426,2016,4,26,2,Tuesday
2016-05-10 17:42:00,20160510,2016,5,10,2,Tuesday
2016-06-27 08:52:00,20160627,2016,6,27,2,Monday
2016-08-15 07:55:00,20160815,2016,8,15,3,Monday
2016-07-16 10:46:00,20160716,2016,7,16,3,Saturday
2016-05-04 13:09:00,20160504,2016,5,4,2,Wednesday
2016-05-23 15:24:00,20160523,2016,5,23,2,Monday
2016-06-30 23:24:00,20160630,2016,6,30,2,Thursday
2016-06-02 22:02:00,20160602,2016,6,2,2,Thursday
2016-05-24 21:53:00,20160524,2016,5,24,2,Tuesday
2016-07-19 21:27:00,20160719,2016,7,19,3,Tuesday
2016-05-28 19:25:00,20160528,2016,5,28,2,Saturday
2016-05-21 02:47:00,20160521,2016,5,21,2,Saturday
2016-07-13 00:26:00,20160713,2016,7,13,3,Wednesday
2016-06-07 13:48:00,20160607,2016,6,7,2,Tuesday
2016-07-08 18:08:00,20160708,2016,7,8,3,Friday
2016-08-07 19:51:00,20160807,2016,8,7,3,Sunday
2016-04-14 19:08:00,20160414,2016,4,14,2,Thursday
2016-07-29 22:29:00,20160729,2016,7,29,3,Friday
2016-07-10 13:56:00,20160710,2016,7,10,3,Sunday
2016-04-04 11:05:00,20160404,2016,4,4,2,Monday
2016-05-07 13:40:00,20160507,2016,5,7,2,Saturday
2016-07-21 08:08:00,20160721,2016,7,21,3,Thursday
2016-06-20 13:15:00,20160620,2016,6,20,2,Monday
2016-04-22 06:09:00,20160422,2016,4,22,2,Friday
2016-06-10 20:38:00,20160610,2016,6,10,2,Friday
2016-05-09 14:22:00,20160509,2016,5,9,2,Monday
2016-04-05 23:31:00,20160405,2016,4,5,2,Tuesday
2016-06-03 07:51:00,20160603,2016,6,3,2,Friday
2016-07-28 01:59:00,20160728,2016,7,28,3,Thursday
2016-06-25 17:17:00,20160625,2016,6,25,2,Saturday
2016-08-04 04:16:00,20160804,2016,8,4,3,Thursday
2016-06-09 23:57:00,20160609,2016,6,9,2,Thursday
2016-05-30 05:24:00,20160530,2016,5,30,2,Monday
2016-06-12 17:49:00,20160612,2016,6,12,2,Sunday
2016-04-28 11:24:00,20160428,2016,4,28,2,Thursday
2016-08-12 21:46:00,20160812,2016,8,12,3,Friday
2016-06-06 22:02:00,20160606,2016,6,6,2,Monday
2016-09-21 23:28:00,20160921,2016,9,21,3,Wednesday
2016-12-01 22:29:00,20161201,2016,12,1,4,Thursday
2017-09-26 10:41:00,20170926,2017,9,26,3,Tuesday
2015-07-19 12:30:00,20150719,2015,7,19,3,Sunday
2016-10-01 06:38:00,20161001,2016,10,1,4,Saturday
2017-12-02 23:44:00,20171202,2017,12,2,4,Saturday
2017-04-17 14:25:00,20170417,2017,4,17,2,Monday
2017-04-05 12:20:00,20170405,2017,4,5,2,Wednesday
2017-03-22 02:53:00,20170322,2017,3,22,1,Wednesday
2017-03-20 09:12:00,20170320,2017,3,20,1,Monday
2017-03-12 20:04:00,20170312,2017,3,12,1,Sunday
2017-03-09 23:03:00,20170309,2017,3,9,1,Thursday
2017-02-22 12:44:00,20170222,2017,2,22,1,Wednesday
2017-02-10 05:45:00,20170210,2017,2,10,1,Friday
2017-02-08 16:15:00,20170208,2017,2,8,1,Wednesday
2017-01-30 07:20:00,20170130,2017,1,30,1,Monday
2017-01-11 17:42:00,20170111,2017,1,11,1,Wednesday
2016-10-12 13:27:00,20161012,2016,10,12,4,Wednesday
2016-09-13 09:27:00,20160913,2016,9,13,3,Tuesday
2016-09-08 03:41:00,20160908,2016,9,8,3,Thursday
2016-08-21 08:37:00,20160821,2016,8,21,3,Sunday
2016-08-19 22:38:00,20160819,2016,8,19,3,Friday
2016-08-10 22:49:00,20160810,2016,8,10,3,Wednesday
2016-08-09 03:02:00,20160809,2016,8,9,3,Tuesday
2016-08-03 11:48:00,20160803,2016,8,3,3,Wednesday
2016-08-02 18:38:00,20160802,2016,8,2,3,Tuesday
2016-08-01 03:23:00,20160801,2016,8,1,3,Monday
2016-07-20 00:36:00,20160720,2016,7,20,3,Wednesday
2016-07-15 12:00:00,20160715,2016,7,15,3,Friday
2016-07-12 10:25:00,20160712,2016,7,12,3,Tuesday
2016-07-09 00:48:00,20160709,2016,7,9,3,Saturday
2016-07-02 08:20:00,20160702,2016,7,2,3,Saturday
2016-06-15 12:23:00,20160615,2016,6,15,2,Wednesday
2016-06-05 19:03:00,20160605,2016,6,5,2,Sunday
2016-05-13 22:46:00,20160513,2016,5,13,2,Friday
2016-05-11 03:30:00,20160511,2016,5,11,2,Wednesday
2016-05-02 17:00:00,20160502,2016,5,2,2,Monday
2016-04-30 04:24:00,20160430,2016,4,30,2,Saturday
2016-04-12 13:11:00,20160412,2016,4,12,2,Tuesday
2016-01-24 06:27:00,20160124,2016,1,24,1,Sunday
2016-01-17 06:17:00,20160117,2016,1,17,1,Sunday
2016-01-15 19:36:00,20160115,2016,1,15,1,Friday
2015-12-03 03:23:00,20151203,2015,12,3,4,Thursday
2015-11-05 08:40:00,20151105,2015,11,5,4,Thursday
2015-11-04 12:21:00,20151104,2015,11,4,4,Wednesday
2015-11-01 12:53:00,20151101,2015,11,1,4,Sunday
2015-10-26 03:47:00,20151026,2015,10,26,4,Monday
2015-05-20 13:59:00,20150520,2015,5,20,2,Wednesday
2015-05-19 12:46:00,20150519,2015,5,19,2,Tuesday
2015-05-12 20:18:00,20150512,2015,5,12,2,Tuesday
2015-05-11 21:32:00,20150511,2015,5,11,2,Monday
2015-05-09 19:47:00,20150509,2015,5,9,2,Saturday
2015-05-02 10:09:00,20150502,2015,5,2,2,Saturday
2015-04-21 05:27:00,20150421,2015,4,21,2,Tuesday
2015-04-18 02:49:00,20150418,2015,4,18,2,Saturday
2015-03-23 04:15:00,20150323,2015,3,23,1,Monday
2015-03-16 13:33:00,20150316,2015,3,16,1,Monday
2015-03-12 10:03:00,20150312,2015,3,12,1,Thursday
2015-03-08 14:37:00,20150308,2015,3,8,1,Sunday
2015-02-26 18:08:00,20150226,2015,2,26,1,Thursday
2015-02-24 16:23:00,20150224,2015,2,24,1,Tuesday
2015-02-19 18:40:00,20150219,2015,2,19,1,Thursday
2015-02-17 18:40:00,20150217,2015,2,17,1,Tuesday
2015-02-14 04:08:00,20150214,2015,2,14,1,Saturday
2015-02-13 14:28:00,20150213,2015,2,13,1,Friday
2015-02-11 18:41:00,20150211,2015,2,11,1,Wednesday
2015-02-10 14:39:00,20150210,2015,2,10,1,Tuesday
2015-02-09 13:05:00,20150209,2015,2,9,1,Monday
2015-02-08 13:36:00,20150208,2015,2,8,1,Sunday
2015-01-23 10:49:00,20150123,2015,1,23,1,Friday
2015-01-08 09:37:00,20150108,2015,1,8,1,Thursday
2015-01-04 00:10:00,20150104,2015,1,4,1,Sunday
2015-01-03 22:25:00,20150103,2015,1,3,1,Saturday
2015-01-02 16:38:00,20150102,2015,1,2,1,Friday
2017-04-22 22:38:00,20170422,2017,4,22,2,Saturday
2017-04-08 23:00:00,20170408,2017,4,8,2,Saturday
2017-03-10 00:48:00,20170310,2017,3,10,1,Friday
2017-03-02 08:52:00,20170302,2017,3,2,1,Thursday
2017-02-26 02:34:00,20170226,2017,2,26,1,Sunday
2017-01-10 11:34:00,20170110,2017,1,10,1,Tuesday
2017-09-12 13:09:00,20170912,2017,9,12,3,Tuesday
2017-07-12 17:27:00,20170712,2017,7,12,3,Wednesday
2015-04-15 03:42:00,20150415,2015,4,15,2,Wednesday
