Shipping_Mode,Delivery_Status,Late_delivery_risk,Days_for_shipping_(real),Days_for_shipment_(scheduled),shipping_date_(DateOrders),Shipping_Date_Key,Shipping_Id
Standard Class,Shipping on time,0,4,4,2015-06-18 11:19:00,20150618,9846
Standard Class,Late delivery,1,6,4,2017-08-27 13:53:00,20170827,9847
Standard Class,Advance shipping,0,3,4,2015-09-27 15:23:00,20150927,9848
Standard Class,Late delivery,1,6,4,2017-08-31 00:13:00,20170831,9849
Standard Class,Advance shipping,0,3,4,2017-08-15 15:07:00,20170815,9850
Standard Class,Late delivery,1,6,4,2015-09-30 14:41:00,20150930,9851
Standard Class,Shipping on time,0,4,4,2017-07-20 04:50:00,20170720,9852
Standard Class,Advance shipping,0,3,4,2015-10-04 05:02:00,20151004,9853
Standard Class,Late delivery,1,6,4,2015-09-03 05:47:00,20150903,9854
Standard Class,Late delivery,1,6,4,2017-06-27 06:26:00,20170627,9855
Standard Class,Advance shipping,0,2,4,2017-09-12 03:42:00,20170912,9856
Standard Class,Shipping on time,0,4,4,2015-06-08 18:21:00,20150608,9857
Standard Class,Late delivery,1,6,4,2015-10-27 14:49:00,20151027,9858
Standard Class,Shipping on time,0,4,4,2015-07-21 02:21:00,20150721,9859
Standard Class,Shipping on time,0,4,4,2015-07-01 07:38:00,20150701,9860
Standard Class,Late delivery,1,6,4,2015-08-10 15:59:00,20150810,9861
Standard Class,Late delivery,1,5,4,2017-09-08 04:35:00,20170908,9862
Standard Class,Late delivery,1,5,4,2015-06-08 07:40:00,20150608,9863
Standard Class,Late delivery,1,5,4,2015-07-09 06:23:00,20150709,9864
Standard Class,Advance shipping,0,2,4,2017-08-08 09:53:00,20170808,9865
Standard Class,Advance shipping,0,3,4,2017-07-11 09:02:00,20170711,9866
Standard Class,Shipping on time,0,4,4,2015-07-05 23:44:00,20150705,9867
Standard Class,Late delivery,1,5,4,2015-06-24 09:02:00,20150624,9868
Standard Class,Shipping on time,0,4,4,2015-06-23 03:26:00,20150623,9869
Standard Class,Late delivery,1,6,4,2017-08-02 18:18:00,20170802,9870
Standard Class,Late delivery,1,6,4,2017-07-26 05:52:00,20170726,9871
Standard Class,Advance shipping,0,3,4,2015-07-25 11:37:00,20150725,9872
Standard Class,Late delivery,1,6,4,2017-08-25 19:51:00,20170825,9873
Standard Class,Late delivery,1,5,4,2017-09-30 23:07:00,20170930,9874
Standard Class,Late delivery,1,6,4,2017-06-24 08:22:00,20170624,9875
Standard Class,Shipping on time,0,4,4,2017-09-16 08:57:00,20170916,9876
Standard Class,Late delivery,1,6,4,2015-06-14 00:07:00,20150614,9877
Standard Class,Advance shipping,0,3,4,2015-08-29 12:27:00,20150829,9878
Standard Class,Late delivery,1,5,4,2015-10-03 19:56:00,20151003,9879
Standard Class,Late delivery,1,5,4,2017-08-27 03:33:00,20170827,9880
Standard Class,Shipping on time,0,4,4,2017-08-31 21:35:00,20170831,9881
Standard Class,Late delivery,1,5,4,2017-09-04 23:30:00,20170904,9882
Standard Class,Late delivery,1,6,4,2015-07-20 06:44:00,20150720,9883
Standard Class,Shipping on time,0,4,4,2015-09-29 05:45:00,20150929,9884
Standard Class,Shipping on time,0,4,4,2015-07-16 13:44:00,20150716,9885
Standard Class,Shipping on time,0,4,4,2017-09-07 05:59:00,20170907,9886
Standard Class,Late delivery,1,6,4,2015-07-07 17:26:00,20150707,9887
Standard Class,Shipping on time,0,4,4,2017-07-03 16:56:00,20170703,9888
Standard Class,Advance shipping,0,3,4,2015-06-30 05:31:00,20150630,9889
Standard Class,Advance shipping,0,2,4,2015-10-17 13:47:00,20151017,9890
Standard Class,Late delivery,1,5,4,2017-07-09 04:09:00,20170709,9891
Standard Class,Shipping on time,0,4,4,2015-09-19 00:30:00,20150919,9892
Standard Class,Advance shipping,0,3,4,2017-07-26 06:24:00,20170726,9893
Standard Class,Late delivery,1,6,4,2017-08-05 09:22:00,20170805,9894
Standard Class,Late delivery,1,5,4,2017-07-12 00:28:00,20170712,9895
Standard Class,Advance shipping,0,3,4,2017-08-02 04:48:00,20170802,9896
Standard Class,Late delivery,1,5,4,2015-10-12 05:23:00,20151012,9897
Standard Class,Advance shipping,0,3,4,2015-06-25 06:24:00,20150625,9898
Standard Class,Shipping on time,0,4,4,2017-06-23 13:27:00,20170623,9899
Standard Class,Advance shipping,0,3,4,2015-07-11 23:33:00,20150711,9900
Standard Class,Advance shipping,0,3,4,2017-08-24 14:35:00,20170824,9901
Standard Class,Advance shipping,0,3,4,2017-07-30 19:00:00,20170730,9902
Standard Class,Advance shipping,0,2,4,2015-09-20 18:54:00,20150920,9903
Standard Class,Late delivery,1,6,4,2016-11-28 14:58:00,20161128,9904
Standard Class,Advance shipping,0,3,4,2015-08-24 08:05:00,20150824,9905
Standard Class,Late delivery,1,6,4,2017-09-17 19:38:00,20170917,9906
Standard Class,Advance shipping,0,3,4,2015-07-30 05:29:00,20150730,9907
Standard Class,Advance shipping,0,3,4,2016-11-10 02:33:00,20161110,9908
Standard Class,Advance shipping,0,2,4,2015-08-15 05:17:00,20150815,9909
Standard Class,Advance shipping,0,2,4,2017-07-20 01:40:00,20170720,9910
Standard Class,Advance shipping,0,3,4,2015-07-29 22:29:00,20150729,9911
Standard Class,Advance shipping,0,3,4,2015-06-03 07:08:00,20150603,9912
Standard Class,Shipping canceled,0,3,4,2015-06-18 13:15:00,20150618,9913
Standard Class,Shipping canceled,0,6,4,2017-10-03 17:31:00,20171003,9914
Standard Class,Shipping canceled,0,2,4,2017-10-01 15:24:00,20171001,9915
Standard Class,Shipping canceled,0,5,4,2017-08-21 17:55:00,20170821,9916
Standard Class,Shipping canceled,0,3,4,2017-06-22 18:21:00,20170622,9917
Standard Class,Shipping canceled,0,5,4,2015-10-27 04:29:00,20151027,9918
Standard Class,Shipping canceled,0,2,4,2017-08-06 14:05:00,20170806,9919
Standard Class,Shipping canceled,0,2,4,2017-09-02 12:28:00,20170902,9920
Standard Class,Shipping canceled,0,4,4,2015-10-12 12:34:00,20151012,9921
Standard Class,Shipping canceled,0,3,4,2015-06-27 19:43:00,20150627,9922
Standard Class,Shipping canceled,0,6,4,2015-08-08 06:11:00,20150808,9923
Standard Class,Shipping canceled,0,4,4,2015-10-03 06:06:00,20151003,9924
Standard Class,Shipping canceled,0,4,4,2015-09-21 03:18:00,20150921,9925
Standard Class,Shipping canceled,0,5,4,2015-08-31 09:39:00,20150831,9926
Standard Class,Shipping canceled,0,2,4,2015-10-23 09:55:00,20151023,9927
Standard Class,Shipping canceled,0,3,4,2017-01-26 23:38:00,20170126,9928
Standard Class,Shipping canceled,0,2,4,2015-02-23 19:43:00,20150223,9929
Standard Class,Shipping canceled,0,2,4,2015-02-14 15:00:00,20150214,9930
Standard Class,Shipping canceled,0,3,4,2015-03-30 16:52:00,20150330,9931
Standard Class,Shipping canceled,0,4,4,2015-02-25 20:25:00,20150225,9932
Standard Class,Shipping canceled,0,5,4,2017-02-24 13:58:00,20170224,9933
Standard Class,Shipping canceled,0,2,4,2015-04-17 05:27:00,20150417,9934
Standard Class,Shipping canceled,0,3,4,2017-02-24 19:34:00,20170224,9935
Standard Class,Shipping canceled,0,3,4,2015-05-09 02:48:00,20150509,9936
Standard Class,Shipping canceled,0,6,4,2017-05-30 00:31:00,20170530,9937
Standard Class,Shipping canceled,0,6,4,2015-04-15 12:28:00,20150415,9938
Standard Class,Shipping canceled,0,5,4,2015-04-11 01:47:00,20150411,9939
Standard Class,Advance shipping,0,3,4,2017-01-28 03:40:00,20170128,9940
Standard Class,Advance shipping,0,2,4,2015-04-15 16:40:00,20150415,9941
Standard Class,Shipping on time,0,4,4,2015-01-24 14:09:00,20150124,9942
Standard Class,Shipping on time,0,4,4,2017-04-20 14:56:00,20170420,9943
Standard Class,Late delivery,1,5,4,2017-06-02 07:31:00,20170602,9944
Standard Class,Advance shipping,0,3,4,2017-01-26 07:52:00,20170126,9945
Standard Class,Late delivery,1,5,4,2017-02-24 15:43:00,20170224,9946
Standard Class,Late delivery,1,6,4,2017-02-17 13:38:00,20170217,9947
Standard Class,Shipping on time,0,4,4,2017-05-31 01:24:00,20170531,9948
Standard Class,Late delivery,1,6,4,2015-05-30 22:02:00,20150530,9949
Standard Class,Late delivery,1,6,4,2015-01-19 00:41:00,20150119,9950
Standard Class,Late delivery,1,6,4,2015-05-06 00:42:00,20150506,9951
Standard Class,Late delivery,1,6,4,2015-03-20 18:07:00,20150320,9952
Standard Class,Shipping on time,0,4,4,2017-02-07 10:29:00,20170207,9953
Standard Class,Advance shipping,0,3,4,2015-05-21 02:05:00,20150521,9954
Standard Class,Late delivery,1,5,4,2017-04-17 20:12:00,20170417,9955
Standard Class,Shipping on time,0,4,4,2015-01-14 21:11:00,20150114,9956
Standard Class,Advance shipping,0,2,4,2017-05-06 07:54:00,20170506,9957
Standard Class,Shipping on time,0,4,4,2017-06-02 16:27:00,20170602,9958
Standard Class,Advance shipping,0,2,4,2017-05-04 22:37:00,20170504,9959
Standard Class,Late delivery,1,6,4,2015-03-22 17:24:00,20150322,9960
Standard Class,Advance shipping,0,3,4,2017-03-09 00:06:00,20170309,9961
Standard Class,Late delivery,1,6,4,2017-05-22 01:35:00,20170522,9962
Standard Class,Late delivery,1,6,4,2015-04-26 07:43:00,20150426,9963
Standard Class,Shipping on time,0,4,4,2015-04-14 05:17:00,20150414,9964
Standard Class,Late delivery,1,5,4,2017-02-07 03:18:00,20170207,9965
Standard Class,Late delivery,1,6,4,2017-05-14 06:09:00,20170514,9966
Standard Class,Advance shipping,0,2,4,2017-04-30 03:01:00,20170430,9967
Standard Class,Late delivery,1,6,4,2015-05-07 13:29:00,20150507,9968
Standard Class,Shipping on time,0,4,4,2017-02-02 00:51:00,20170202,9969
Standard Class,Late delivery,1,6,4,2017-04-05 01:28:00,20170405,9970
Standard Class,Late delivery,1,6,4,2015-05-15 15:56:00,20150515,9971
Standard Class,Late delivery,1,6,4,2015-04-24 18:56:00,20150424,9972
Standard Class,Late delivery,1,6,4,2017-04-29 19:18:00,20170429,9973
Standard Class,Shipping on time,0,4,4,2015-03-11 19:00:00,20150311,9974
Standard Class,Shipping on time,0,4,4,2017-01-24 13:39:00,20170124,9975
Standard Class,Late delivery,1,6,4,2015-01-18 22:55:00,20150118,9976
Standard Class,Late delivery,1,6,4,2015-03-23 21:26:00,20150323,9977
Standard Class,Late delivery,1,6,4,2017-03-27 07:16:00,20170327,9978
Standard Class,Advance shipping,0,3,4,2015-01-09 16:59:00,20150109,9979
Standard Class,Advance shipping,0,3,4,2015-04-18 07:33:00,20150418,9980
Standard Class,Advance shipping,0,3,4,2017-04-20 08:06:00,20170420,9981
Standard Class,Shipping on time,0,4,4,2017-05-03 05:59:00,20170503,9982
Standard Class,Advance shipping,0,2,4,2015-04-10 14:03:00,20150410,9983
Standard Class,Late delivery,1,6,4,2015-02-03 15:33:00,20150203,9984
Standard Class,Late delivery,1,5,4,2017-02-20 18:53:00,20170220,9985
Standard Class,Late delivery,1,5,4,2015-04-08 00:13:00,20150408,9986
Standard Class,Late delivery,1,5,4,2015-05-04 22:36:00,20150504,9987
Standard Class,Advance shipping,0,2,4,2017-02-14 07:30:00,20170214,9988
Standard Class,Late delivery,1,6,4,2017-06-20 13:17:00,20170620,9989
Standard Class,Late delivery,1,6,4,2015-01-17 10:08:00,20150117,9990
Standard Class,Advance shipping,0,2,4,2015-02-08 06:36:00,20150208,9991
Standard Class,Shipping on time,0,4,4,2017-05-02 10:43:00,20170502,9992
Standard Class,Advance shipping,0,2,4,2015-03-24 15:39:00,20150324,9993
Standard Class,Late delivery,1,6,4,2015-05-15 05:25:00,20150515,9994
Standard Class,Advance shipping,0,3,4,2017-03-05 08:31:00,20170305,9995
Standard Class,Shipping on time,0,4,4,2015-05-13 02:58:00,20150513,9996
Standard Class,Advance shipping,0,2,4,2015-04-21 11:03:00,20150421,9997
Standard Class,Advance shipping,0,3,4,2017-01-24 06:49:00,20170124,9998
Standard Class,Advance shipping,0,2,4,2017-02-09 11:53:00,20170209,9999
Standard Class,Advance shipping,0,2,4,2015-04-17 01:57:00,20150417,10000
Standard Class,Late delivery,1,5,4,2015-01-29 00:50:00,20150129,10001
Standard Class,Late delivery,1,5,4,2017-05-19 22:57:00,20170519,10002
Standard Class,Late delivery,1,6,4,2015-04-06 20:01:00,20150406,10003
Standard Class,Late delivery,1,6,4,2017-01-25 22:36:00,20170125,10004
Standard Class,Late delivery,1,5,4,2015-05-11 10:30:00,20150511,10005
Standard Class,Shipping on time,0,4,4,2017-03-23 16:02:00,20170323,10006
Standard Class,Late delivery,1,6,4,2017-06-02 02:06:00,20170602,10007
Standard Class,Late delivery,1,5,4,2015-02-28 00:48:00,20150228,10008
Standard Class,Shipping on time,0,4,4,2015-01-24 21:10:00,20150124,10009
Standard Class,Advance shipping,0,3,4,2015-01-23 17:18:00,20150123,10010
Standard Class,Advance shipping,0,3,4,2017-05-17 04:44:00,20170517,10011
Standard Class,Late delivery,1,6,4,2017-06-04 13:39:00,20170604,10012
Standard Class,Shipping on time,0,4,4,2015-05-13 20:29:00,20150513,10013
Standard Class,Late delivery,1,5,4,2017-02-25 18:00:00,20170225,10014
Standard Class,Advance shipping,0,3,4,2015-02-17 19:54:00,20150217,10015
Standard Class,Late delivery,1,6,4,2017-04-26 21:14:00,20170426,10016
Standard Class,Shipping on time,0,4,4,2015-04-09 04:25:00,20150409,10017
Standard Class,Late delivery,1,5,4,2017-04-25 20:53:00,20170425,10018
Standard Class,Late delivery,1,6,4,2017-03-16 17:16:00,20170316,10019
Standard Class,Shipping on time,0,4,4,2017-02-12 02:36:00,20170212,10020
Standard Class,Late delivery,1,6,4,2015-03-21 08:07:00,20150321,10021
Standard Class,Advance shipping,0,3,4,2015-04-29 16:49:00,20150429,10022
Standard Class,Advance shipping,0,3,4,2017-05-17 06:29:00,20170517,10023
Standard Class,Advance shipping,0,2,4,2017-03-14 04:39:00,20170314,10024
Standard Class,Late delivery,1,5,4,2015-04-25 16:08:00,20150425,10025
Standard Class,Advance shipping,0,2,4,2017-02-03 06:59:00,20170203,10026
Standard Class,Late delivery,1,6,4,2015-03-21 11:38:00,20150321,10027
Standard Class,Advance shipping,0,3,4,2015-03-17 06:33:00,20150317,10028
Standard Class,Advance shipping,0,2,4,2017-01-23 16:59:00,20170123,10029
Standard Class,Advance shipping,0,3,4,2015-02-16 21:08:00,20150216,10030
Standard Class,Late delivery,1,6,4,2017-03-05 15:00:00,20170305,10031
Standard Class,Advance shipping,0,3,4,2015-05-14 10:40:00,20150514,10032
Standard Class,Late delivery,1,5,4,2017-05-31 22:14:00,20170531,10033
Standard Class,Advance shipping,0,2,4,2015-01-12 13:28:00,20150112,10034
Standard Class,Advance shipping,0,2,4,2017-06-05 23:38:00,20170605,10035
Standard Class,Late delivery,1,5,4,2017-04-20 23:31:00,20170420,10036
Standard Class,Shipping on time,0,4,4,2015-01-25 19:56:00,20150125,10037
Standard Class,Late delivery,1,5,4,2017-04-26 05:39:00,20170426,10038
Standard Class,Advance shipping,0,2,4,2015-04-15 07:54:00,20150415,10039
Standard Class,Advance shipping,0,2,4,2017-05-31 14:00:00,20170531,10040
Standard Class,Late delivery,1,6,4,2017-02-03 18:33:00,20170203,10041
Standard Class,Late delivery,1,6,4,2017-01-30 18:12:00,20170130,10042
Standard Class,Advance shipping,0,2,4,2015-04-07 00:13:00,20150407,10043
Standard Class,Advance shipping,0,2,4,2015-03-19 21:47:00,20150319,10044
Standard Class,Advance shipping,0,2,4,2017-02-07 17:50:00,20170207,10045
Standard Class,Shipping on time,0,4,4,2015-04-08 16:09:00,20150408,10046
Standard Class,Shipping on time,0,4,4,2017-03-10 16:13:00,20170310,10047
Standard Class,Advance shipping,0,3,4,2015-02-08 06:25:00,20150208,10048
Standard Class,Shipping on time,0,4,4,2015-02-26 13:56:00,20150226,10049
Standard Class,Late delivery,1,5,4,2015-06-03 01:32:00,20150603,10050
Standard Class,Advance shipping,0,3,4,2017-03-19 14:06:00,20170319,10051
Standard Class,Shipping on time,0,4,4,2017-03-02 01:31:00,20170302,10052
Standard Class,Late delivery,1,6,4,2017-03-26 10:15:00,20170326,10053
Standard Class,Shipping on time,0,4,4,2017-04-05 08:50:00,20170405,10054
Standard Class,Shipping on time,0,4,4,2015-01-06 11:44:00,20150106,10055
Standard Class,Shipping on time,0,4,4,2015-04-26 02:49:00,20150426,10056
Standard Class,Shipping on time,0,4,4,2015-02-01 07:50:00,20150201,10057
Standard Class,Late delivery,1,6,4,2017-03-17 00:16:00,20170317,10058
Standard Class,Late delivery,1,6,4,2015-01-07 06:39:00,20150107,10059
Standard Class,Late delivery,1,6,4,2015-03-18 11:48:00,20150318,10060
Standard Class,Late delivery,1,6,4,2015-06-05 23:26:00,20150605,10061
Standard Class,Advance shipping,0,3,4,2017-03-03 09:13:00,20170303,10062
Standard Class,Shipping on time,0,4,4,2015-01-07 03:30:00,20150107,10063
Standard Class,Shipping on time,0,4,4,2017-02-12 21:52:00,20170212,10064
Standard Class,Late delivery,1,5,4,2015-03-31 06:32:00,20150331,10065
Standard Class,Advance shipping,0,2,4,2015-05-25 06:06:00,20150525,10066
Standard Class,Late delivery,1,6,4,2017-02-17 03:07:00,20170217,10067
Standard Class,Advance shipping,0,2,4,2017-06-13 20:49:00,20170613,10068
Standard Class,Advance shipping,0,3,4,2015-04-22 02:39:00,20150422,10069
Standard Class,Advance shipping,0,3,4,2015-04-20 03:21:00,20150420,10070
Standard Class,Advance shipping,0,2,4,2015-02-26 05:31:00,20150226,10071
Standard Class,Shipping on time,0,4,4,2017-05-19 03:52:00,20170519,10072
Standard Class,Advance shipping,0,2,4,2017-05-07 10:11:00,20170507,10073
Standard Class,Advance shipping,0,3,4,2017-02-10 05:13:00,20170210,10074
Standard Class,Late delivery,1,5,4,2015-05-20 18:43:00,20150520,10075
Standard Class,Advance shipping,0,3,4,2017-04-20 18:37:00,20170420,10076
Standard Class,Late delivery,1,6,4,2015-03-13 12:41:00,20150313,10077
Standard Class,Late delivery,1,6,4,2015-01-21 15:44:00,20150121,10078
Standard Class,Late delivery,1,6,4,2015-05-20 16:48:00,20150520,10079
Standard Class,Late delivery,1,6,4,2017-04-07 20:02:00,20170407,10080
Standard Class,Advance shipping,0,3,4,2015-05-09 06:18:00,20150509,10081
Standard Class,Advance shipping,0,3,4,2017-06-03 13:39:00,20170603,10082
Standard Class,Shipping on time,0,4,4,2015-03-26 12:51:00,20150326,10083
Standard Class,Advance shipping,0,2,4,2015-01-04 04:01:00,20150104,10084
Standard Class,Late delivery,1,6,4,2017-03-28 09:33:00,20170328,10085
Standard Class,Advance shipping,0,2,4,2015-05-30 13:59:00,20150530,10086
Standard Class,Shipping on time,0,4,4,2015-05-05 11:02:00,20150505,10087
Standard Class,Shipping on time,0,4,4,2017-06-04 03:29:00,20170604,10088
Standard Class,Advance shipping,0,2,4,2017-04-07 03:13:00,20170407,10089
Standard Class,Advance shipping,0,3,4,2017-05-05 10:43:00,20170505,10090
Standard Class,Advance shipping,0,2,4,2017-05-28 03:40:00,20170528,10091
Standard Class,Advance shipping,0,2,4,2017-02-20 01:53:00,20170220,10092
Standard Class,Late delivery,1,5,4,2017-05-18 17:11:00,20170518,10093
Standard Class,Advance shipping,0,3,4,2017-01-25 19:37:00,20170125,10094
Standard Class,Advance shipping,0,2,4,2015-05-11 04:01:00,20150511,10095
Standard Class,Late delivery,1,6,4,2017-04-16 16:00:00,20170416,10096
Standard Class,Shipping on time,0,4,4,2017-04-02 14:16:00,20170402,10097
First Class,Late delivery,1,2,1,2017-01-25 20:50:00,20170125,10098
First Class,Late delivery,1,2,1,2017-02-06 05:03:00,20170206,10099
First Class,Late delivery,1,2,1,2015-05-29 11:00:00,20150529,10100
First Class,Late delivery,1,2,1,2015-03-30 06:32:00,20150330,10101
First Class,Late delivery,1,2,1,2015-01-30 14:51:00,20150130,10102
First Class,Late delivery,1,2,1,2015-03-29 02:30:00,20150329,10103
First Class,Late delivery,1,2,1,2015-01-06 07:10:00,20150106,10104
First Class,Late delivery,1,2,1,2016-03-16 05:41:00,20160316,10105
First Class,Late delivery,1,2,1,2015-12-15 20:11:00,20151215,10106
First Class,Late delivery,1,2,1,2016-12-24 08:58:00,20161224,10107
First Class,Late delivery,1,2,1,2016-12-04 23:01:00,20161204,10108
First Class,Late delivery,1,2,1,2016-04-05 20:22:00,20160405,10109
First Class,Late delivery,1,2,1,2016-04-12 20:53:00,20160412,10110
First Class,Late delivery,1,2,1,2016-06-05 09:57:00,20160605,10111
First Class,Late delivery,1,2,1,2016-05-27 07:20:00,20160527,10112
First Class,Late delivery,1,2,1,2016-04-24 05:27:00,20160424,10113
First Class,Late delivery,1,2,1,2016-08-22 11:57:00,20160822,10114
First Class,Late delivery,1,2,1,2017-01-10 15:47:00,20170110,10115
First Class,Late delivery,1,2,1,2016-11-23 16:54:00,20161123,10116
First Class,Late delivery,1,2,1,2015-08-18 15:58:00,20150818,10117
First Class,Late delivery,1,2,1,2017-06-23 04:41:00,20170623,10118
First Class,Late delivery,1,2,1,2017-08-22 03:33:00,20170822,10119
First Class,Late delivery,1,2,1,2017-06-22 10:49:00,20170622,10120
First Class,Late delivery,1,2,1,2017-08-05 05:09:00,20170805,10121
First Class,Late delivery,1,2,1,2015-07-06 10:57:00,20150706,10122
First Class,Late delivery,1,2,1,2017-10-04 01:34:00,20171004,10123
First Class,Late delivery,1,2,1,2015-02-05 15:11:00,20150205,10124
First Class,Late delivery,1,2,1,2015-01-29 20:17:00,20150129,10125
First Class,Late delivery,1,2,1,2017-02-02 22:35:00,20170202,10126
First Class,Late delivery,1,2,1,2015-04-09 22:59:00,20150409,10127
First Class,Late delivery,1,2,1,2017-06-11 18:22:00,20170611,10128
First Class,Late delivery,1,2,1,2015-03-29 01:48:00,20150329,10129
First Class,Late delivery,1,2,1,2017-06-06 16:27:00,20170606,10130
First Class,Late delivery,1,2,1,2015-03-16 02:00:00,20150316,10131
First Class,Late delivery,1,2,1,2016-10-07 15:02:00,20161007,10132
First Class,Late delivery,1,2,1,2015-11-11 07:58:00,20151111,10133
First Class,Late delivery,1,2,1,2015-11-24 13:23:00,20151124,10134
First Class,Late delivery,1,2,1,2016-02-26 18:51:00,20160226,10135
First Class,Late delivery,1,2,1,2017-01-09 04:23:00,20170109,10136
First Class,Late delivery,1,2,1,2016-02-11 16:15:00,20160211,10137
First Class,Late delivery,1,2,1,2016-07-30 17:24:00,20160730,10138
First Class,Late delivery,1,2,1,2016-07-14 18:50:00,20160714,10139
First Class,Late delivery,1,2,1,2016-06-01 19:46:00,20160601,10140
First Class,Late delivery,1,2,1,2016-10-28 02:34:00,20161028,10141
First Class,Late delivery,1,2,1,2016-09-16 10:41:00,20160916,10142
First Class,Late delivery,1,2,1,2015-09-17 14:10:00,20150917,10143
First Class,Late delivery,1,2,1,2015-10-17 19:44:00,20151017,10144
First Class,Late delivery,1,2,1,2015-09-16 04:11:00,20150916,10145
First Class,Late delivery,1,2,1,2017-04-25 10:54:00,20170425,10146
First Class,Late delivery,1,2,1,2017-05-23 01:03:00,20170523,10147
First Class,Late delivery,1,2,1,2016-02-10 21:19:00,20160210,10148
First Class,Late delivery,1,2,1,2016-02-18 08:42:00,20160218,10149
First Class,Late delivery,1,2,1,2016-03-11 03:04:00,20160311,10150
First Class,Late delivery,1,2,1,2016-06-29 21:29:00,20160629,10151
Same Day,Late delivery,1,1,0,2016-11-05 05:48:00,20161105,10152
Same Day,Shipping on time,0,0,0,2016-09-27 17:56:00,20160927,10153
Same Day,Shipping on time,0,0,0,2017-10-30 14:56:00,20171030,10154
Same Day,Late delivery,1,1,0,2017-10-18 03:02:00,20171018,10155
Same Day,Shipping on time,0,0,0,2017-11-04 22:27:00,20171104,10156
Same Day,Shipping on time,0,0,0,2015-10-14 15:48:00,20151014,10157
Same Day,Shipping on time,0,0,0,2017-07-12 14:02:00,20170712,10158
Same Day,Shipping on time,0,0,0,2016-12-16 17:28:00,20161216,10159
Same Day,Late delivery,1,1,0,2017-10-08 07:15:00,20171008,10160
Same Day,Late delivery,1,1,0,2017-09-02 09:45:00,20170902,10161
Same Day,Shipping on time,0,0,0,2017-09-10 13:57:00,20170910,10162
Same Day,Late delivery,1,1,0,2017-08-17 10:07:00,20170817,10163
Same Day,Shipping on time,0,0,0,2015-07-05 21:43:00,20150705,10164
Same Day,Late delivery,1,1,0,2015-07-24 07:09:00,20150724,10165
Same Day,Shipping on time,0,0,0,2017-08-11 23:27:00,20170811,10166
Same Day,Shipping on time,0,0,0,2015-07-15 22:03:00,20150715,10167
Same Day,Late delivery,1,1,0,2015-10-22 10:32:00,20151022,10168
Same Day,Late delivery,1,1,0,2015-09-18 08:07:00,20150918,10169
Same Day,Late delivery,1,1,0,2017-07-09 07:33:00,20170709,10170
Same Day,Late delivery,1,1,0,2017-07-23 09:38:00,20170723,10171
Same Day,Shipping on time,0,0,0,2017-10-08 14:36:00,20171008,10172
Same Day,Late delivery,1,1,0,2017-09-02 10:48:00,20170902,10173
Same Day,Late delivery,1,1,0,2015-10-07 00:34:00,20151007,10174
Same Day,Shipping on time,0,0,0,2015-09-28 20:43:00,20150928,10175
Same Day,Shipping on time,0,0,0,2017-09-10 14:39:00,20170910,10176
Same Day,Late delivery,1,1,0,2015-06-24 05:48:00,20150624,10177
Same Day,Late delivery,1,1,0,2015-10-19 05:27:00,20151019,10178
Same Day,Shipping on time,0,0,0,2017-07-06 17:32:00,20170706,10179
Same Day,Late delivery,1,1,0,2017-09-27 07:47:00,20170927,10180
Same Day,Late delivery,1,1,0,2015-08-25 06:03:00,20150825,10181
Same Day,Shipping on time,0,0,0,2015-10-09 16:20:00,20151009,10182
Same Day,Late delivery,1,1,0,2017-07-25 08:35:00,20170725,10183
Same Day,Shipping on time,0,0,0,2017-07-18 16:07:00,20170718,10184
Same Day,Shipping on time,0,0,0,2017-10-09 17:35:00,20171009,10185
Same Day,Late delivery,1,1,0,2015-01-29 09:09:00,20150129,10186
Same Day,Shipping on time,0,0,0,2017-05-24 19:11:00,20170524,10187
Same Day,Late delivery,1,1,0,2017-02-24 04:04:00,20170224,10188
Same Day,Late delivery,1,1,0,2017-03-26 06:07:00,20170326,10189
Same Day,Shipping on time,0,0,0,2015-05-03 19:11:00,20150503,10190
Same Day,Late delivery,1,1,0,2015-01-11 11:17:00,20150111,10191
Same Day,Shipping on time,0,0,0,2017-03-01 12:59:00,20170301,10192
Same Day,Late delivery,1,1,0,2017-03-22 05:05:00,20170322,10193
Same Day,Late delivery,1,1,0,2015-05-06 03:35:00,20150506,10194
Same Day,Late delivery,1,1,0,2017-03-19 01:03:00,20170319,10195
Same Day,Shipping on time,0,0,0,2015-05-05 22:41:00,20150505,10196
Same Day,Shipping on time,0,0,0,2017-05-31 23:54:00,20170531,10197
Same Day,Shipping on time,0,0,0,2017-03-18 19:48:00,20170318,10198
Same Day,Late delivery,1,1,0,2015-03-30 03:28:00,20150330,10199
Same Day,Late delivery,1,1,0,2017-02-04 11:06:00,20170204,10200
Same Day,Late delivery,1,1,0,2017-03-02 04:45:00,20170302,10201
Same Day,Shipping on time,0,0,0,2015-02-14 15:26:00,20150214,10202
Same Day,Late delivery,1,1,0,2015-04-23 00:58:00,20150423,10203
Same Day,Late delivery,1,1,0,2015-01-19 04:37:00,20150119,10204
Same Day,Late delivery,1,1,0,2015-01-31 04:57:00,20150131,10205
Same Day,Shipping on time,0,0,0,2017-02-01 20:44:00,20170201,10206
Same Day,Shipping on time,0,0,0,2017-01-30 15:50:00,20170130,10207
Same Day,Shipping on time,0,0,0,2015-01-06 18:49:00,20150106,10208
Same Day,Late delivery,1,1,0,2015-05-06 03:14:00,20150506,10209
