Order_Id,Order_Customer_Id,Order_Status,Type,Order_Item_Cardprod_Id,order_date_(DateOrders),Order_Date_Key
23890,9191,PENDING_PAYMENT,PAYMENT,403,2015-12-15 17:22:00,20151215
45762,10372,PENDING_PAYMENT,PAYMENT,403,2016-10-30 00:07:00,20161030
26130,5187,PENDING_PAYMENT,PAYMENT,365,2016-01-17 10:09:00,20160117
23952,8027,PENDING_PAYMENT,PAYMENT,365,2015-12-16 15:06:00,20151216
27921,6611,PENDING_PAYMENT,PAYMENT,403,2016-02-12 13:37:00,20160212
50749,10559,PENDING_PAYMENT,PAYMENT,403,2017-01-10 19:17:00,20170110
23280,3091,PENDING_PAYMENT,PAYMENT,403,2015-12-06 19:40:00,20151206
25829,633,PENDING_PAYMENT,PAYMENT,365,2016-01-13 00:41:00,20160113
27842,3605,PENDING_PAYMENT,PAYMENT,403,2016-02-11 09:56:00,20160211
25316,2381,PENDING_PAYMENT,PAYMENT,403,2016-01-05 12:58:00,20160105
21636,1824,PENDING_PAYMENT,PAYMENT,403,2015-11-12 19:42:00,20151112
30080,4670,PENDING_PAYMENT,PAYMENT,365,2016-03-15 02:00:00,20160315
22100,6363,PENDING_PAYMENT,PAYMENT,365,2015-11-19 14:15:00,20151119
26860,3702,PENDING_PAYMENT,PAYMENT,365,2016-01-28 01:54:00,20160128
24596,1027,PENDING_PAYMENT,PAYMENT,403,2015-12-26 00:43:00,20151226
76938,20491,PENDING_PAYMENT,PAYMENT,1363,2018-01-28 02:27:00,20180128
24450,1577,PENDING_PAYMENT,PAYMENT,365,2015-12-23 21:34:00,20151223
31049,357,PENDING_PAYMENT,PAYMENT,403,2016-03-29 05:29:00,20160329
25724,7866,PENDING_PAYMENT,PAYMENT,403,2016-01-11 11:54:00,20160111
23423,685,PENDING_PAYMENT,PAYMENT,403,2015-12-08 21:46:00,20151208
74953,18506,PENDING_PAYMENT,PAYMENT,1353,2017-12-30 03:01:00,20171230
27947,7576,PENDING_PAYMENT,PAYMENT,403,2016-02-12 22:43:00,20160212
21348,10658,PENDING_PAYMENT,PAYMENT,403,2015-11-08 14:48:00,20151108
21198,12223,PENDING_PAYMENT,PAYMENT,403,2015-11-06 10:15:00,20151106
46648,1834,PENDING_PAYMENT,PAYMENT,403,2016-11-11 22:31:00,20161111
30368,5484,PENDING_PAYMENT,PAYMENT,403,2016-03-19 06:54:00,20160319
21848,30,PENDING_PAYMENT,PAYMENT,403,2015-11-15 21:58:00,20151115
21139,3414,PENDING_PAYMENT,PAYMENT,403,2015-11-05 13:34:00,20151105
25910,10451,PENDING_PAYMENT,PAYMENT,403,2016-01-14 05:04:00,20160114
44028,9057,PENDING_PAYMENT,PAYMENT,403,2016-10-04 16:37:00,20161004
21303,10747,PENDING_PAYMENT,PAYMENT,403,2015-11-07 23:02:00,20151107
46288,732,PENDING_PAYMENT,PAYMENT,365,2016-11-06 16:23:00,20161106
20887,1558,PENDING_PAYMENT,PAYMENT,403,2015-11-01 21:17:00,20151101
23452,9704,PENDING_PAYMENT,PAYMENT,365,2015-12-09 07:55:00,20151209
25230,6085,PENDING_PAYMENT,PAYMENT,403,2016-01-04 06:50:00,20160104
76933,20486,PENDING_PAYMENT,PAYMENT,1363,2018-01-28 00:42:00,20180128
50080,2982,PENDING_PAYMENT,PAYMENT,365,2017-01-01 00:54:00,20170101
29849,4354,PENDING_PAYMENT,PAYMENT,403,2016-03-11 17:05:00,20160311
28962,4415,PENDING_PAYMENT,PAYMENT,403,2016-02-27 18:19:00,20160227
20660,9704,PENDING_PAYMENT,PAYMENT,403,2015-10-29 13:46:00,20151029
2793,7652,COMPLETE,DEBIT,365,2015-02-10 18:09:00,20150210
56048,4160,COMPLETE,DEBIT,403,2017-03-29 03:45:00,20170329
5047,6165,COMPLETE,DEBIT,403,2015-03-15 15:50:00,20150315
2829,7927,COMPLETE,DEBIT,403,2015-02-11 06:46:00,20150211
10032,1786,COMPLETE,DEBIT,403,2015-05-27 10:18:00,20150527
7005,8357,COMPLETE,DEBIT,403,2015-04-13 05:48:00,20150413
52609,6388,COMPLETE,DEBIT,403,2017-02-06 22:55:00,20170206
8898,8932,COMPLETE,DEBIT,403,2015-05-10 21:00:00,20150510
10017,5125,COMPLETE,DEBIT,365,2015-05-27 05:03:00,20150527
4126,12342,COMPLETE,DEBIT,403,2015-03-02 05:10:00,20150302
57390,58,COMPLETE,DEBIT,403,2017-04-17 17:55:00,20170417
60926,4340,COMPLETE,DEBIT,403,2017-06-08 08:44:00,20170608
56529,1916,COMPLETE,DEBIT,403,2017-04-05 04:16:00,20170405
6657,12014,COMPLETE,DEBIT,403,2015-04-08 03:53:00,20150408
8800,5143,COMPLETE,DEBIT,403,2015-05-09 10:40:00,20150509
58831,3010,COMPLETE,DEBIT,365,2017-05-08 18:46:00,20170508
60875,1657,COMPLETE,DEBIT,403,2017-06-07 14:52:00,20170607
58590,1251,COMPLETE,DEBIT,403,2017-05-05 06:20:00,20170505
8618,7146,COMPLETE,DEBIT,403,2015-05-06 18:55:00,20150506
4276,4851,COMPLETE,DEBIT,403,2015-03-04 09:43:00,20150304
360,8020,COMPLETE,DEBIT,365,2015-01-06 05:46:00,20150106
57716,7749,COMPLETE,DEBIT,403,2017-04-22 12:08:00,20170422
58632,3202,COMPLETE,DEBIT,365,2017-05-05 21:03:00,20170505
7983,942,COMPLETE,DEBIT,403,2015-04-27 12:27:00,20150427
60883,5992,COMPLETE,DEBIT,365,2017-06-07 17:40:00,20170607
58274,4490,COMPLETE,DEBIT,403,2017-04-30 15:37:00,20170430
4411,4001,COMPLETE,DEBIT,403,2015-03-06 09:01:00,20150306
1132,8386,COMPLETE,DEBIT,403,2015-01-17 12:14:00,20150117
59646,2183,COMPLETE,DEBIT,403,2017-05-20 16:18:00,20170520
51553,7765,COMPLETE,DEBIT,403,2017-01-22 12:57:00,20170122
8164,2662,COMPLETE,DEBIT,403,2015-04-30 03:51:00,20150430
61110,8386,COMPLETE,DEBIT,403,2017-06-11 01:12:00,20170611
52644,9995,COMPLETE,DEBIT,403,2017-02-07 11:11:00,20170207
51494,7461,COMPLETE,DEBIT,403,2017-01-21 16:17:00,20170121
8162,11657,COMPLETE,DEBIT,403,2015-04-30 03:09:00,20150430
54264,4718,COMPLETE,DEBIT,365,2017-03-03 02:44:00,20170303
61007,2412,COMPLETE,DEBIT,403,2017-06-09 13:07:00,20170609
56927,10753,COMPLETE,DEBIT,403,2017-04-10 23:42:00,20170410
61551,11352,COMPLETE,DEBIT,365,2017-06-17 11:42:00,20170617
60453,279,COMPLETE,DEBIT,403,2017-06-01 11:01:00,20170601
1291,704,COMPLETE,DEBIT,403,2015-01-19 19:56:00,20150119
2020,3395,COMPLETE,DEBIT,403,2015-01-30 11:20:00,20150130
59739,6421,COMPLETE,DEBIT,403,2017-05-22 00:52:00,20170522
56262,4121,COMPLETE,DEBIT,365,2017-04-01 06:44:00,20170401
9554,11151,COMPLETE,DEBIT,403,2015-05-20 10:50:00,20150520
5900,7270,COMPLETE,DEBIT,403,2015-03-28 02:40:00,20150328
59561,4875,COMPLETE,DEBIT,403,2017-05-19 10:31:00,20170519
57703,11283,COMPLETE,DEBIT,403,2017-04-22 07:34:00,20170422
52506,4653,COMPLETE,DEBIT,403,2017-02-05 10:50:00,20170205
1165,5885,COMPLETE,DEBIT,403,2015-01-17 23:48:00,20150117
8515,846,COMPLETE,DEBIT,365,2015-05-05 06:50:00,20150505
56257,2192,COMPLETE,DEBIT,403,2017-04-01 04:58:00,20170401
9140,432,COMPLETE,DEBIT,403,2015-05-14 09:47:00,20150514
55613,6706,COMPLETE,DEBIT,403,2017-03-22 19:21:00,20170322
53666,2217,COMPLETE,DEBIT,403,2017-02-22 09:14:00,20170222
56772,4557,COMPLETE,DEBIT,403,2017-04-08 17:24:00,20170408
51613,4387,COMPLETE,DEBIT,403,2017-01-23 09:58:00,20170123
7302,4151,COMPLETE,DEBIT,403,2015-04-17 13:51:00,20150417
61046,7215,COMPLETE,DEBIT,365,2017-06-10 02:46:00,20170610
51893,4755,COMPLETE,DEBIT,403,2017-01-27 12:04:00,20170127
1337,3561,COMPLETE,DEBIT,403,2015-01-20 12:03:00,20150120
58513,8517,COMPLETE,DEBIT,403,2017-05-04 03:21:00,20170504
4848,4836,COMPLETE,DEBIT,365,2015-03-12 18:07:00,20150312
58479,3951,COMPLETE,DEBIT,403,2017-05-03 15:26:00,20170503
6959,3498,COMPLETE,DEBIT,403,2015-04-12 13:41:00,20150412
1521,11622,COMPLETE,DEBIT,403,2015-01-23 04:31:00,20150123
1327,9526,COMPLETE,DEBIT,403,2015-01-20 08:33:00,20150120
2833,7844,COMPLETE,DEBIT,403,2015-02-11 08:10:00,20150211
52579,5751,COMPLETE,DEBIT,365,2017-02-06 12:24:00,20170206
3848,8433,COMPLETE,DEBIT,403,2015-02-26 03:46:00,20150226
3090,11726,COMPLETE,DEBIT,403,2015-02-15 02:12:00,20150215
61185,11991,COMPLETE,DEBIT,403,2017-06-12 03:28:00,20170612
2766,3520,COMPLETE,DEBIT,403,2015-02-10 08:42:00,20150210
58084,7857,COMPLETE,DEBIT,403,2017-04-27 21:03:00,20170427
3441,2979,COMPLETE,DEBIT,403,2015-02-20 05:11:00,20150220
55666,10403,COMPLETE,DEBIT,627,2017-03-23 13:55:00,20170323
1684,5913,COMPLETE,DEBIT,502,2015-01-25 13:37:00,20150125
4910,6320,COMPLETE,DEBIT,502,2015-03-13 15:50:00,20150313
55726,1292,COMPLETE,DEBIT,502,2017-03-24 10:56:00,20170324
60546,8233,COMPLETE,DEBIT,502,2017-06-02 19:36:00,20170602
53886,1629,COMPLETE,DEBIT,502,2017-02-25 14:18:00,20170225
60938,9004,COMPLETE,DEBIT,627,2017-06-08 12:56:00,20170608
3011,7676,COMPLETE,DEBIT,502,2015-02-13 22:32:00,20150213
8117,6811,COMPLETE,DEBIT,572,2015-04-29 11:23:00,20150429
6460,3134,COMPLETE,DEBIT,502,2015-04-05 06:52:00,20150405
52885,1330,COMPLETE,DEBIT,502,2017-02-10 23:37:00,20170210
5632,7844,COMPLETE,DEBIT,897,2015-03-24 04:47:00,20150324
58175,3055,COMPLETE,DEBIT,607,2017-04-29 04:56:00,20170429
6740,6194,COMPLETE,DEBIT,1004,2015-04-09 08:58:00,20150409
1522,5713,COMPLETE,DEBIT,1004,2015-01-23 04:52:00,20150123
7238,8517,COMPLETE,DEBIT,1004,2015-04-16 15:26:00,20150416
1217,5328,COMPLETE,DEBIT,1004,2015-01-18 18:01:00,20150118
8754,5147,COMPLETE,DEBIT,957,2015-05-08 18:33:00,20150508
61487,8617,COMPLETE,DEBIT,957,2017-06-16 13:17:00,20170616
51697,11112,COMPLETE,DEBIT,957,2017-01-24 15:24:00,20170124
9944,5147,COMPLETE,DEBIT,1004,2015-05-26 03:28:00,20150526
58800,3677,COMPLETE,DEBIT,957,2017-05-08 07:54:00,20170508
53063,2680,COMPLETE,DEBIT,957,2017-02-13 13:58:00,20170213
936,7202,COMPLETE,DEBIT,1004,2015-01-14 15:34:00,20150114
7725,7223,COMPLETE,DEBIT,1004,2015-04-23 18:03:00,20150423
6447,12291,COMPLETE,DEBIT,1004,2015-04-05 02:19:00,20150405
60685,11534,COMPLETE,DEBIT,957,2017-06-04 20:18:00,20170604
7365,10434,COMPLETE,DEBIT,1004,2015-04-18 11:56:00,20150418
54307,7485,COMPLETE,DEBIT,957,2017-03-03 17:48:00,20170303
60511,5556,COMPLETE,DEBIT,957,2017-06-02 07:20:00,20170602
3232,5626,COMPLETE,DEBIT,957,2015-02-17 03:57:00,20150217
56281,8769,COMPLETE,DEBIT,957,2017-04-01 13:23:00,20170401
4611,7415,COMPLETE,DEBIT,957,2015-03-09 07:05:00,20150309
6308,7424,COMPLETE,DEBIT,1004,2015-04-03 01:37:00,20150403
5675,1100,COMPLETE,DEBIT,1004,2015-03-24 19:51:00,20150324
58885,11344,COMPLETE,DEBIT,957,2017-05-09 13:41:00,20170509
3094,6159,COMPLETE,DEBIT,1004,2015-02-15 03:36:00,20150215
59477,2514,COMPLETE,DEBIT,957,2017-05-18 05:05:00,20170518
53501,9283,COMPLETE,DEBIT,957,2017-02-19 23:25:00,20170219
53225,8401,COMPLETE,DEBIT,957,2017-02-15 22:44:00,20170215
4739,1234,COMPLETE,DEBIT,957,2015-03-11 03:55:00,20150311
3531,11222,COMPLETE,DEBIT,957,2015-02-21 12:42:00,20150221
311,410,COMPLETE,DEBIT,1004,2015-01-05 12:36:00,20150105
7482,4907,COMPLETE,DEBIT,957,2015-04-20 04:55:00,20150420
3788,2192,COMPLETE,DEBIT,957,2015-02-25 06:45:00,20150225
6287,11553,COMPLETE,DEBIT,957,2015-04-02 18:15:00,20150402
53499,1946,ON_HOLD,DEBIT,37,2017-02-19 22:43:00,20170219
58159,6625,ON_HOLD,DEBIT,191,2017-04-28 23:20:00,20170428
777,7761,ON_HOLD,DEBIT,191,2015-01-12 07:52:00,20150112
3145,7270,ON_HOLD,DEBIT,403,2015-02-15 21:29:00,20150215
52154,1554,ON_HOLD,DEBIT,403,2017-01-31 07:31:00,20170131
56557,10793,ON_HOLD,DEBIT,365,2017-04-05 14:05:00,20170405
53311,5565,ON_HOLD,DEBIT,403,2017-02-17 04:52:00,20170217
51301,8625,ON_HOLD,DEBIT,403,2017-01-18 20:40:00,20170118
151,2493,ON_HOLD,DEBIT,403,2015-01-03 04:33:00,20150103
4555,9097,ON_HOLD,DEBIT,403,2015-03-08 11:28:00,20150308
57803,3373,ON_HOLD,DEBIT,403,2017-04-23 18:36:00,20170423
51579,2173,ON_HOLD,DEBIT,365,2017-01-22 22:04:00,20170122
61344,305,ON_HOLD,DEBIT,403,2017-06-14 11:11:00,20170614
51687,11245,ON_HOLD,DEBIT,403,2017-01-24 11:54:00,20170124
2308,1423,ON_HOLD,DEBIT,403,2015-02-03 16:14:00,20150203
51424,2166,ON_HOLD,DEBIT,403,2017-01-20 15:46:00,20170120
54095,1367,ON_HOLD,DEBIT,627,2017-02-28 15:32:00,20170228
61181,3558,ON_HOLD,DEBIT,627,2017-06-12 02:04:00,20170612
6731,10397,ON_HOLD,DEBIT,1004,2015-04-09 05:49:00,20150409
5186,5865,ON_HOLD,DEBIT,957,2015-03-17 16:32:00,20150317
74536,18089,COMPLETE,DEBIT,1351,2017-12-24 00:55:00,20171224
74570,18123,COMPLETE,DEBIT,1351,2017-12-24 12:50:00,20171224
72894,16447,COMPLETE,DEBIT,1359,2017-11-30 01:39:00,20171130
75713,19266,COMPLETE,DEBIT,1359,2018-01-10 05:17:00,20180110
75637,19190,COMPLETE,DEBIT,1359,2018-01-09 02:39:00,20180109
73015,16568,COMPLETE,DEBIT,1359,2017-12-01 20:03:00,20171201
72907,16460,COMPLETE,DEBIT,1359,2017-11-30 06:13:00,20171130
73029,16582,COMPLETE,DEBIT,1359,2017-12-02 00:57:00,20171202
75717,19270,COMPLETE,DEBIT,1359,2018-01-10 06:41:00,20180110
75257,18810,COMPLETE,DEBIT,1356,2018-01-03 13:31:00,20180103
72146,15699,COMPLETE,DEBIT,1356,2017-11-19 03:36:00,20171119
72188,15741,COMPLETE,DEBIT,1356,2017-11-19 18:19:00,20171119
31100,7701,COMPLETE,DEBIT,191,2016-03-29 23:21:00,20160329
42076,1858,COMPLETE,DEBIT,191,2016-09-06 04:44:00,20160906
23347,2197,COMPLETE,DEBIT,191,2015-12-07 19:08:00,20151207
48637,12176,COMPLETE,DEBIT,403,2016-12-10 23:21:00,20161210
26596,6998,COMPLETE,DEBIT,403,2016-01-24 05:24:00,20160124
47130,3127,COMPLETE,DEBIT,403,2016-11-18 23:23:00,20161118
29165,10903,COMPLETE,DEBIT,403,2016-03-01 17:26:00,20160301
24760,5927,COMPLETE,DEBIT,365,2015-12-28 10:10:00,20151228
26546,2265,COMPLETE,DEBIT,403,2016-01-23 11:53:00,20160123
48277,3272,COMPLETE,DEBIT,403,2016-12-05 17:13:00,20161205
45236,7177,COMPLETE,DEBIT,403,2016-10-22 07:50:00,20161022
28884,1987,COMPLETE,DEBIT,365,2016-02-26 15:00:00,20160226
30075,8468,COMPLETE,DEBIT,403,2016-03-15 00:15:00,20160315
30141,7942,COMPLETE,DEBIT,365,2016-03-15 23:23:00,20160315
72467,16020,COMPLETE,DEBIT,1357,2017-11-23 20:04:00,20171123
21930,1873,COMPLETE,DEBIT,403,2015-11-17 02:42:00,20151117
74782,18335,COMPLETE,DEBIT,1353,2017-12-27 15:06:00,20171227
73970,17523,COMPLETE,DEBIT,1363,2017-12-15 18:38:00,20171215
45520,10807,COMPLETE,DEBIT,403,2016-10-26 11:19:00,20161026
24488,10386,COMPLETE,DEBIT,403,2015-12-24 10:53:00,20151224
26296,11884,COMPLETE,DEBIT,365,2016-01-19 20:18:00,20160119
28937,4340,COMPLETE,DEBIT,403,2016-02-27 09:34:00,20160227
29228,5954,COMPLETE,DEBIT,403,2016-03-02 15:31:00,20160302
74129,17682,COMPLETE,DEBIT,1347,2017-12-18 02:20:00,20171218
22920,10529,COMPLETE,DEBIT,403,2015-12-01 13:32:00,20151201
24010,6368,COMPLETE,DEBIT,403,2015-12-17 11:25:00,20151217
46764,10788,COMPLETE,DEBIT,403,2016-11-13 15:09:00,20161113
47227,10852,COMPLETE,DEBIT,403,2016-11-20 09:22:00,20161120
74127,17680,COMPLETE,DEBIT,1347,2017-12-18 01:38:00,20171218
22425,4320,COMPLETE,DEBIT,403,2015-11-24 08:07:00,20151124
21036,5537,COMPLETE,DEBIT,403,2015-11-04 01:29:00,20151104
24000,11344,COMPLETE,DEBIT,403,2015-12-17 07:55:00,20151217
20843,9032,COMPLETE,DEBIT,365,2015-11-01 05:52:00,20151101
24665,4553,COMPLETE,DEBIT,403,2015-12-27 00:53:00,20151227
26616,676,COMPLETE,DEBIT,403,2016-01-24 12:25:00,20160124
23999,2521,COMPLETE,DEBIT,403,2015-12-17 07:34:00,20151217
29546,3179,COMPLETE,DEBIT,403,2016-03-07 06:55:00,20160307
26954,3223,COMPLETE,DEBIT,403,2016-01-29 10:50:00,20160129
24282,12211,COMPLETE,DEBIT,403,2015-12-21 10:42:00,20151221
72497,16050,COMPLETE,DEBIT,1357,2017-11-24 06:34:00,20171124
44748,10556,COMPLETE,DEBIT,365,2016-10-15 04:52:00,20161015
30897,2320,COMPLETE,DEBIT,403,2016-03-27 00:14:00,20160327
22582,2529,COMPLETE,DEBIT,403,2015-11-26 15:07:00,20151126
73783,17336,COMPLETE,DEBIT,1363,2017-12-13 01:07:00,20171213
26056,7356,COMPLETE,DEBIT,365,2016-01-16 08:13:00,20160116
77153,20706,COMPLETE,DEBIT,1363,2018-01-31 05:46:00,20180131
73764,17317,COMPLETE,DEBIT,1363,2017-12-12 18:27:00,20171212
44268,10417,COMPLETE,DEBIT,365,2016-10-08 04:42:00,20161008
73889,17442,COMPLETE,DEBIT,1363,2017-12-14 14:15:00,20171214
73781,17334,COMPLETE,DEBIT,1363,2017-12-13 00:25:00,20171213
28787,287,COMPLETE,DEBIT,365,2016-02-25 05:01:00,20160225
76990,20543,COMPLETE,DEBIT,1363,2018-01-28 20:40:00,20180128
74157,17710,COMPLETE,DEBIT,1347,2017-12-18 12:08:00,20171218
29929,1210,COMPLETE,DEBIT,403,2016-03-12 21:06:00,20160312
74843,18396,COMPLETE,DEBIT,1353,2017-12-28 12:29:00,20171228
73869,17422,COMPLETE,DEBIT,1363,2017-12-14 07:15:00,20171214
77041,20594,COMPLETE,DEBIT,1363,2018-01-29 14:32:00,20180129
74358,17911,COMPLETE,DEBIT,1350,2017-12-21 10:34:00,20171221
26992,11367,COMPLETE,DEBIT,403,2016-01-30 00:08:00,20160130
47792,12262,COMPLETE,DEBIT,403,2016-11-28 15:18:00,20161128
42889,10935,COMPLETE,DEBIT,403,2016-09-18 01:34:00,20160918
77166,20719,COMPLETE,DEBIT,1363,2018-01-31 10:20:00,20180131
24546,3318,COMPLETE,DEBIT,403,2015-12-25 07:12:00,20151225
24088,10412,COMPLETE,DEBIT,403,2015-12-18 14:44:00,20151218
48094,12393,COMPLETE,DEBIT,403,2016-12-03 01:07:00,20161203
75328,18881,COMPLETE,DEBIT,1357,2018-01-04 14:24:00,20180104
74356,17909,COMPLETE,DEBIT,1350,2017-12-21 09:52:00,20171221
74876,18429,COMPLETE,DEBIT,1353,2017-12-29 00:02:00,20171229
74732,18285,COMPLETE,DEBIT,1353,2017-12-26 21:35:00,20171226
24426,10990,COMPLETE,DEBIT,403,2015-12-23 13:09:00,20151223
77129,20682,COMPLETE,DEBIT,1363,2018-01-30 21:22:00,20180130
44768,5624,COMPLETE,DEBIT,403,2016-10-15 11:52:00,20161015
72470,16023,COMPLETE,DEBIT,1357,2017-11-23 21:07:00,20171123
29310,6617,COMPLETE,DEBIT,403,2016-03-03 20:14:00,20160303
28443,10721,COMPLETE,DEBIT,403,2016-02-20 04:29:00,20160220
74749,18302,COMPLETE,DEBIT,1353,2017-12-27 03:33:00,20171227
72488,16041,COMPLETE,DEBIT,1357,2017-11-24 03:25:00,20171124
25249,8481,COMPLETE,DEBIT,502,2016-01-04 13:29:00,20160104
30943,3715,COMPLETE,DEBIT,502,2016-03-27 16:21:00,20160327
25790,10807,COMPLETE,DEBIT,502,2016-01-12 11:02:00,20160112
28477,100,COMPLETE,DEBIT,502,2016-02-20 16:24:00,20160220
50879,11526,COMPLETE,DEBIT,627,2017-01-12 16:49:00,20170112
42373,439,COMPLETE,DEBIT,564,2016-09-10 12:47:00,20160910
22848,11591,COMPLETE,DEBIT,502,2015-11-30 12:19:00,20151130
26426,1464,COMPLETE,DEBIT,502,2016-01-21 17:51:00,20160121
23429,12185,COMPLETE,DEBIT,502,2015-12-08 23:52:00,20151208
27464,7274,COMPLETE,DEBIT,502,2016-02-05 21:30:00,20160205
31238,2588,COMPLETE,DEBIT,627,2016-03-31 23:42:00,20160331
43799,12244,COMPLETE,DEBIT,627,2016-10-01 08:23:00,20161001
20348,3814,COMPLETE,DEBIT,627,2015-10-25 00:27:00,20151025
29533,6910,COMPLETE,DEBIT,627,2016-03-07 02:22:00,20160307
75144,18697,COMPLETE,DEBIT,1355,2018-01-01 21:56:00,20180101
22652,6007,COMPLETE,DEBIT,810,2015-11-27 15:39:00,20151127
75131,18684,COMPLETE,DEBIT,1355,2018-01-01 17:23:00,20180101
75149,18702,COMPLETE,DEBIT,1355,2018-01-01 23:41:00,20180101
27784,7473,COMPLETE,DEBIT,957,2016-02-10 13:37:00,20160210
25793,10036,COMPLETE,DEBIT,1004,2016-01-12 12:05:00,20160112
24316,5125,COMPLETE,DEBIT,1004,2015-12-21 22:37:00,20151221
23716,2008,COMPLETE,DEBIT,957,2015-12-13 04:25:00,20151213
25788,1560,COMPLETE,DEBIT,1004,2016-01-12 10:20:00,20160112
21283,7802,COMPLETE,DEBIT,1004,2015-11-07 16:01:00,20151107
30838,981,COMPLETE,DEBIT,957,2016-03-26 03:34:00,20160326
67690,8473,CLOSED,CASH,957,2017-09-15 02:28:00,20170915
13321,5513,CLOSED,CASH,957,2015-07-14 10:35:00,20150714
15795,10096,CLOSED,CASH,1004,2015-08-19 13:20:00,20150819
64335,2300,CLOSED,CASH,957,2017-07-28 03:03:00,20170728
62211,10009,CLOSED,CASH,957,2017-06-27 02:56:00,20170627
19688,2703,CLOSED,CASH,957,2015-10-15 09:13:00,20151015
15940,6242,CLOSED,CASH,1004,2015-08-21 16:08:00,20150821
69073,12626,CLOSED,CASH,1346,2017-10-05 06:59:00,20171005
69106,12659,CLOSED,CASH,1346,2017-10-05 18:33:00,20171005
69354,12907,CLOSED,CASH,1348,2017-10-09 09:26:00,20171009
9443,11048,CLOSED,CASH,191,2015-05-18 19:57:00,20150518
7650,10546,CLOSED,CASH,191,2015-04-22 15:47:00,20150422
8788,9232,CLOSED,CASH,191,2015-05-09 06:28:00,20150509
61299,908,CLOSED,CASH,191,2017-06-13 19:25:00,20170613
7935,9992,CLOSED,CASH,403,2015-04-26 19:38:00,20150426
51306,7779,CLOSED,CASH,403,2017-01-18 22:25:00,20170118
55945,4902,CLOSED,CASH,403,2017-03-27 15:40:00,20170327
54608,7296,CLOSED,CASH,403,2017-03-08 03:15:00,20170308
59653,8910,CLOSED,CASH,403,2017-05-20 18:45:00,20170520
55216,3456,CLOSED,CASH,403,2017-03-17 00:16:00,20170317
61415,2856,CLOSED,CASH,403,2017-06-15 12:03:00,20170615
55094,7964,CLOSED,CASH,403,2017-03-15 05:31:00,20170315
58405,4651,CLOSED,CASH,403,2017-05-02 13:31:00,20170502
54442,12234,CLOSED,CASH,365,2017-03-05 17:06:00,20170305
59445,4422,CLOSED,CASH,403,2017-05-17 17:52:00,20170517
57398,5047,CLOSED,CASH,403,2017-04-17 20:43:00,20170417
59664,5134,CLOSED,CASH,403,2017-05-20 22:36:00,20170520
7277,11031,CLOSED,CASH,627,2015-04-17 05:06:00,20150417
55251,9327,CLOSED,CASH,502,2017-03-17 12:32:00,20170317
6942,1417,CLOSED,CASH,1004,2015-04-12 07:44:00,20150412
972,10255,CLOSED,CASH,1004,2015-01-15 04:11:00,20150115
56324,5071,CLOSED,CASH,957,2017-04-02 04:27:00,20170402
443,8499,CLOSED,CASH,1004,2015-01-07 10:51:00,20150107
3431,11014,CLOSED,CASH,957,2015-02-20 01:40:00,20150220
53673,5824,CLOSED,CASH,957,2017-02-22 11:41:00,20170222
72225,15778,CLOSED,CASH,1356,2017-11-20 07:17:00,20171120
21662,5691,CLOSED,CASH,191,2015-11-13 04:48:00,20151113
44351,7662,CLOSED,CASH,403,2016-10-09 09:46:00,20161009
27229,7369,CLOSED,CASH,403,2016-02-02 11:10:00,20160202
30409,1525,CLOSED,CASH,365,2016-03-19 21:16:00,20160319
21419,5182,CLOSED,CASH,365,2015-11-09 15:40:00,20151109
26538,1764,CLOSED,CASH,403,2016-01-23 09:05:00,20160123
28147,6634,CLOSED,CASH,403,2016-02-15 20:47:00,20160215
31054,5562,CLOSED,CASH,403,2016-03-29 07:14:00,20160329
22292,10009,CLOSED,CASH,365,2015-11-22 09:31:00,20151122
23853,12008,CLOSED,CASH,403,2015-12-15 04:25:00,20151215
24784,6474,CLOSED,CASH,403,2015-12-28 18:35:00,20151228
25956,8127,CLOSED,CASH,403,2016-01-14 21:11:00,20160114
28589,6648,CLOSED,CASH,502,2016-02-22 07:38:00,20160222
22985,10933,CLOSED,CASH,502,2015-12-02 12:19:00,20151202
48694,10651,CLOSED,CASH,572,2016-12-11 19:19:00,20161211
29258,4406,CLOSED,CASH,957,2016-03-03 02:01:00,20160303
48332,8844,CLOSED,CASH,957,2016-12-06 12:30:00,20161206
26588,1653,CLOSED,CASH,957,2016-01-24 02:36:00,20160124
43555,6898,CLOSED,CASH,957,2016-09-27 18:54:00,20160927
21830,7918,CLOSED,CASH,1004,2015-11-15 15:40:00,20151115
23969,9970,CLOSED,CASH,1004,2015-12-16 21:03:00,20151216
26781,238,CLOSED,CASH,957,2016-01-26 22:13:00,20160126
42224,3513,CLOSED,CASH,957,2016-09-08 08:35:00,20160908
24922,3817,CLOSED,CASH,957,2015-12-30 18:56:00,20151230
74276,17829,CLOSED,CASH,1348,2017-12-20 05:50:00,20171220
72623,16176,CLOSED,CASH,1358,2017-11-26 02:43:00,20171126
32154,9442,CLOSED,CASH,93,2016-04-14 08:37:00,20160414
40934,3298,CLOSED,CASH,403,2016-08-20 12:39:00,20160820
34917,2768,CLOSED,CASH,403,2016-05-24 16:37:00,20160524
35690,309,CLOSED,CASH,365,2016-06-04 23:26:00,20160604
42048,11041,CLOSED,CASH,403,2016-09-05 18:56:00,20160905
37635,5600,CLOSED,CASH,502,2016-07-03 08:51:00,20160703
35177,8771,CLOSED,CASH,893,2016-05-28 11:43:00,20160528
